efta_number,page_number,inspection_type,doc_type,severity,description,flags,timestamp
EFTA02410846,0,name_redaction,email,medium,Original shows sender email address partially visible; current version has wider black redaction boxes over sender/recipient addresses in this email about Karyna Shuliak from American Express travel agent.,,1772696995
EFTA02410857,0,name_redaction,email,medium,Current version redacts the From field name (balerina simona). Email to jeffrey.edwards about separated relationship and visiting Florida now has sender name obscured in the header.,,1772695986
EFTA02417032,0,name_redaction,email,medium,Black redaction bars applied over names in the email body including a reference to a person and partial redaction of descriptions. Original showed names of people mentioned in Epstein correspondence.,,1772696995
EFTA02418242,0,partial_redaction,email_personal,high,"Long personal email to Jeffrey Epstein about relationship with 'Bali-e' (pet). May 2010. Writer discusses participation, feelings, TV watching routines. Very personal emotional content. Mentions 'PS: V is free at 2.30'. Then reply from Jeffrey about being stressed, disciplined. Original shows full names. Current version adds redaction bars to some names but intimate relationship content and 'V is free at 2.30' remain.",agent_batch_007,1772672472
EFTA02418742,0,partial_redaction,email,medium,Email introducing Alex Friedman to Epstein about microprocessor idea: current version redacts some email addresses in header and a phone number; body content remains.,,1772695986
EFTA02419453,0,body_blackout,prusakova_email,medium,"Prusakova 'Education Program' email — email body/essay content blacked out, headers preserved. Batch-classified from established pattern. pct_changed=7.2%","prusakova_cluster,education_program,batch_classified",2026-03-04 18:47:11
EFTA02420153,0,name_redaction,email,medium,Email document with pre-existing header redactions; minor rendering differences between versions with no new substantive content changes.,,1772713228
EFTA02424466,0,name_redaction,email,medium,Original showed sender name Gul'sum Osmanova in From field and signature block; current version has black redaction bars over the sender name in From field and over the signature block.,,1772696995
EFTA02427538,0,partial_redaction,email,medium,Email chain about Naomi Campbell & Dasha Zhukova Neon Event Moscow invite. Ekaterina Mir correspondence with Epstein. Original shows Ekaterina Mir name and 'svetlama' visible. Current version has black bars over Ekaterina Mir's name. Event details unchanged.,agent_batch_003,1772672472
EFTA02427581,0,partial_redaction,email,medium,Email thread re scheduling email. Original shows some names. Current version shows Lesley Groff identified as sender. Minor redaction boundary changes.,agent_batch_007,1772672472
EFTA02427599,0,name_redaction,email,medium,Email thread about modeling agency assistant work. Current version adds redaction bars over names and email addresses in the thread headers that were visible in original (e.g. ballerina simona).,,1772695399
EFTA02431260,0,name_redaction,email,medium,Original shows email To/From fields with partial addresses visible; current version has slightly expanded redaction in the header area of this email from a woman discussing plans to visit and photoshooting schedules.,,1772696995
EFTA02432174,0,name_redaction,email,medium,Email thread with scheduling discussion: current version redacts names and email addresses from the email header fields that were visible in the original.,,1772713228
EFTA02434730,0,name_redaction,email,low,Both versions appear very similar with same redaction patterns in the email about Fwd FYI with N.Y. Post Facebook pictures. Minor rendering differences but no substantial new redactions visible.,,1772713228
EFTA02436375,0,name_redaction,email,medium,Original showed visible sender email and recipient nadja2102@yahoo.com in From/To fields; current version has black redaction bars over From sender name and To recipient email.,,1772696995
EFTA02437408,0,partial_redaction,email_forwarded,medium,"Forwarded email about new website Simbiosis Planet (simbiosisplanet.org). Sept 23 2009. From Eman Moss. Original shows Eman Moss name clearly and full forwarded email. Current version reveals 'Lesley Groff' as forwarder, redacts Eman Moss email. Also redacts website name in subject and URLs. Sender's sign-off 'Emanuelle x' redacted.",agent_batch_007,1772672472
EFTA02438462,0,name_redaction,email,medium,Email about travel or personal matter: current version redacts names and email addresses from the header fields and body attributions that were previously visible.,,1772713228
EFTA02439309,0,partial_redaction,email,high,"Lesley Groff email thread re: Jeffrey Epstein dated 3/29/2019. Original shows full email with visible sender names (Lesley Groff), recipients, Cc (Bella Klein), and office address (55 Hudson Yards, 29th Floor). Current version has heavy black redaction bars over multiple names, email addresses, and identifying details throughout the email chain. Significant content removal.",agent_batch_001,1772672472
EFTA02439416,1,name_redaction,email,medium,Original showed visible names in email header fields; current version has black redaction bars covering the From sender identity and email address.,,1772696995
EFTA02442042,0,partial_redaction,email,medium,"Email chain about Jeffrey Epstein including message from Emanuelle Moss. Original shows ""Emanuelle"" name at bottom. Current version partially redacts some names and expands black boxes in the email thread.",,1772695399
EFTA02442051,0,formatting_only,email,low,Both versions appear visually identical; minor pixel-level rendering differences likely from PDF re-encoding. No substantive content changes visible.,,1772695986
EFTA02442668,0,mixed_changes,email,high,"Current version redacts the ""nadia"" name and email address in the To field of the forwarded message with black bars, and adds a large black bar redacting the URL ""http://www.heaven666.org/all-you-can-eat-34562.php"" from the body. Original showed Jean Luc Brunel forwarding Epstein's email with full URL to Nadia visibly.",,1772695986
EFTA02443386,0,partial_redaction,email_hotel_reservation,medium,"Email chain re Grand Palace Hotel Riga reservation for April 5-10 2018 from Lesley Groff. Original shows guest name and full details. Current version redacts guest name, some contact info. Subject line still mentions Credit Card Authorization Form. Hotel agent Laura Sulce contact info partially redacted in current.",agent_batch_007,1772672472
EFTA02445332,0,name_redaction,email,medium,Email from Sultan about financial dealings and banks; current version shows additional redactions on To/From fields and date line in forwarded message header compared to original.,,1772713228
EFTA02445472,1,name_redaction,email,medium,Current version adds new black-bar redactions over names in the email thread; original showed some names and email addresses visible that are now covered.,,1772695986
EFTA02447293,1,name_redaction,email,medium,Current version adds black redaction bars over names in the email header fields and in the body text. Minor differences in how personal identifiers are obscured between versions.,,1772713228
EFTA02448397,1,name_redaction,email,medium,Email about Lawrence Krauss and Origins Project at ASU. Current version adds black box redactions over phone numbers and names in the email signature area that were previously visible.,,1772695399
EFTA02450022,0,name_redaction,email,medium,Email about personal matters with scheduling: current version redacts names and email addresses from the header fields that were visible in the original.,,1772713228
EFTA02452663,0,name_redaction,email,medium,Original showed visible names in email header and body; current version has additional black redaction bars covering personal names and email addresses.,,1772696995
EFTA02453160,0,name_redaction,email,medium,Current version redacts recipient name in To field and email address in quoted reply; originally showed Margherita's full name and email address visible.,,1772695986
EFTA02455024,0,formatting_only,email,low,Both versions appear visually identical; minor pixel-level rendering differences likely from PDF re-encoding. No substantive content changes visible.,,1772695986
EFTA02455106,1,name_redaction,email,medium,Current version adds black redaction bars over email addresses in the message from Sultan Bin Sulayem about meeting with Deepak Chopra. Names of public figures remain but email/phone contacts redacted.,,1772713228
EFTA02455196,2,name_redaction,investigation_report,high,Current version redacts victim names and identifying details with black bars throughout the Palm Beach PD investigation report page. Original showed victim/witness names visibly in the narrative.,,1772695986
EFTA02457576,0,partial_redaction,email (financial/check discussion),medium,Email from Jeremy Rubin to Jeffrey E. and Richard Kahn about check delivery and mailing address. Original shows full email addresses. Current version redacts some email addresses and personal address details with black boxes. Financial discussion about outstanding check preserved.,agent_batch_002,1772672472
EFTA02459621,0,name_redaction,email,medium,Black redaction bar added over the sender email address in the forwarded message (ssulayem@me.com now partially obscured). Original showed full email address visible.,,1772696995
EFTA02460264,0,mixed_changes,email,medium,Black redaction bars applied over sender name in From field and over location reference (Moscow) and the signature name (Arina). Original showed the name and location references clearly.,,1772696995
EFTA02462082,0,name_redaction,email,medium,Email thread with scheduling and travel discussion: current version redacts names in the From and To fields and in email thread attribution lines.,,1772713228
EFTA02463144,0,partial_redaction,email_personal,medium,Email chain from May 2016 to Jeffrey E. Discussion about meeting at 7pm. Maria Prusakova (hotmail.fr) mentioned. References Opera office and Romanian news. Original shows maria.prusakova@hotmail.fr visible. Current version redacts the email address. Body text content about meeting times remains.,agent_batch_007,1772672472
EFTA02463781,0,name_redaction,email,medium,Email thread about Ariane de Rothschild dinner and Ofra Strauss coming: current version adds redaction over a name in body text and partially redacts some email addresses.,,1772695986
EFTA02463831,0,name_redaction,phone_record,high,iMessage records: original showed sender names visible (including Julia S Cuomo); current version redacts all sender names and participant info with black bars across all message entries.,,1772695986
EFTA02463856,0,name_redaction,email,medium,"Original shows subject line ""Reminder: Arina to go back to Moscow on May 2"" fully visible; current version has black redaction bar partially covering ""Arina"" in the subject and body of this Lesley Groff scheduling email.",,1772696995
EFTA02463879,0,name_redaction,email,medium,Email from Margherita about going to Rome for brother communion with PLIST metadata. Current version adds black box redactions over the From name where Margherita was previously visible.,,1772695399
EFTA02464095,2,name_redaction,email,medium,Email thread page 3 about American Express travel bookings: current version redacts the name Lesley and Emery Poison Birthday reference line that were visible in original.,,1772713228
EFTA02466899,0,name_redaction,email,medium,New black bar redactions added to cover personal names and email addresses in the email header that were visible in the original.,,1772696995
EFTA02467376,0,name_redaction,email,medium,Original shows email with Nadia recipient name in To field; current version has slightly expanded redaction in the header and body of this email forwarding Newsweek anti-aging article about metformin.,,1772696995
EFTA02468349,0,name_redaction,email,medium,Current version redacts 'Nadia' from To field and applies black bars over names in email body; original showed 'Nadia' visible in header.,,1772695986
EFTA02468389,0,name_redaction,email,medium,Original showed visible names in email header fields; current version has black redaction bars over the From sender name and related email addresses.,,1772696995
EFTA02469726,0,partial_redaction,email,low,Email in Italian/English about countryside visit: very minor differences in redaction bars on some email addresses; overall content remains substantially the same.,,1772695986
EFTA02470493,4,partial_redaction,email,low,Email confidentiality footer page with multiple stacked boilerplate notices. Current version has minor differences in how email addresses are rendered in the footer blocks.,,1772695399
EFTA02470532,5,name_redaction,email,medium,Current version adds redaction bars over personal email addresses in the confidentiality disclaimer sections. The property-of and return-email-to fields show expanded redactions.,,1772713228
EFTA02470608,0,name_redaction,email,medium,Current version adds black redaction bars over the sender/recipient names and email addresses. Original showed more identifying information in the headers.,,1772713228
EFTA02470782,4,name_redaction,email,medium,Original Keith Fox email about Phaidon book showed Anastasiya Siro name and email visible in CC line; current version has black redaction bar over the Anastasiya Siro name in the CC field while email address partially visible.,,1772696995
EFTA02470914,5,name_redaction,email,low,Final page of email thread showing confidentiality footer: current version redacts the email address (melusineruspoli) that was visible as plaintext in original.,,1772713228
EFTA02470939,0,name_redaction,email,medium,Current version redacts sender/recipient names and email addresses with black bars. Original showed visible names and contact information in headers.,,1772695986
EFTA02471499,0,name_redaction,email,medium,Email in Italian with English disclaimer: current version redacts email addresses visible in the confidentiality footer that were previously shown as plaintext.,,1772713228
EFTA02471580,0,partial_redaction,email,medium,Email thread about model booking conditions (lingerie/panties rates). Current version redacts the sender email from the forwarded Apple/Gianmaria email that was visible in original.,,1772695399
EFTA02471740,0,name_redaction,email,medium,"Current version redacts the From sender name (was ""Nadia"") and email address with black bars in header and throughout email body. Original showed name and email of Nadia visibly in the email about Hollywood conversations and scientific theories.",,1772695986
EFTA02472227,1,name_redaction,email,medium,Current version adds black redaction bars over the sender name (Nadia) in the From field of the forwarded message header and over the bank account number. The routing number (026013673) remains visible in both versions.,,1772713228
EFTA02472309,1,name_redaction,email,low,Current version applies minor additional redactions over email addresses in disclaimer/footer sections; original showed slightly more of the email addresses in the boilerplate text.,,1772695986
EFTA02472990,0,partial_redaction,email,medium,Birthday email from Simona to Jeffrey with Dropbox video link: current version adds redaction bars over the From sender name and sent date details.,,1772695986
EFTA02473049,0,mixed_changes,email,high,"Email from Epstein asking ""does arina know?"" with svetlanapo314@gmail.com in metadata. Current version adds new redaction over ""arina"" name in body text and expands redaction over the mailto email address in metadata footer.",,1772696995
EFTA02473299,0,name_redaction,email,medium,Original showed visible From sender name and email; current version has black redaction bar covering the From field sender identity.,,1772696995
EFTA02476309,0,formatting_only,email,low,Both versions appear visually identical; minor pixel-level rendering differences likely from PDF re-encoding. No substantive content changes visible.,,1772695986
EFTA02476423,0,partial_redaction,email,medium,Email from Epstein about travel to Milan and Paris (Aurelija). Current version reformats the email with larger text rendering and expands some black box redactions over sender details in quoted chains.,,1772696995
EFTA02479268,0,name_redaction,email,medium,Email about scheduling and travel: current version redacts names and email addresses from the header fields that were visible in original version.,,1772713228
EFTA02480399,0,partial_redaction,email,low,Email chain. Both versions show similar content. Minor differences in redaction bar placement. No substantive changes.,agent_batch_007,1772672472
EFTA02480401,0,name_redaction,email,medium,"Current version redacts the Richard Kahn email address and business address details more completely. Email about $237,270 payment to HBRK Associates for butterfly trust shows address at 575 Lexington Avenue now partially redacted.",,1772695986
EFTA02481803,0,name_redaction,email,medium,"Current version redacts email addresses and names more completely in the To field. Email from Jeffrey E about confirming payment of $237,270 to butterfly trust via Richard Kahn at HBRK Associates now has address details partially redacted.",,1772695986
EFTA02482071,1,partial_redaction,email (personal/medical referral),medium,"Email from Paul Conti discussing re-connection therapy session referral. Mentions rates ($1,500 for 90 minutes), scheduling, and personal details about a patient. Original shows patient name and email. Current version redacts patient name and email with black boxes. Paul Conti's name and therapy details preserved.",agent_batch_002,1772672472
EFTA02485523,0,name_redaction,email,medium,Email about booking a ticket to Rome: current version redacts the name Benedetta from the body text and some email addresses that were previously visible.,,1772713228
EFTA02485799,0,name_redaction,email,medium,Email about scheduling and Skype body viewing request. Current version adds black box redactions over name and email address fields in the header that were previously visible.,,1772695399
EFTA02486712,0,partial_redaction,email,medium,Email thread between Jeffrey Epstein (jeevacation) and contact. Current version adds redactions to email addresses in To field and redacts recipient name/email from forwarded message headers. The email content about scheduling and being in LA remains mostly intact.,agent_batch_005,1772672472
EFTA02487010,1,name_redaction,email,medium,"Current version redacts the name ""Svetlana Pochtareva"" (visible in original as property owner reference) with black redaction boxes. The legal disclaimer footer shows same content with slightly different redaction coverage.",,1772695986
EFTA02487744,0,name_redaction,email,medium,Current version adds black redaction bars over personal names and email addresses in the header fields. Body content remains the same.,,1772713228
EFTA02490885,2,partial_redaction,email_personal_argument,low,"Email argument thread from Aug 28 2015 (Italian date format: venerdi). Heated personal exchange about relationship, money, advice, broken promises. References school and mother. Both versions appear similar with minor differences in redaction boundaries. Emotionally charged content remains in both.",agent_batch_007,1772672472
EFTA02491039,0,name_redaction,email,medium,Email thread between Aurelija and Jeffrey E about Skype timing: current version adds redaction bars over Aurelija name in From field and expands email address redactions.,,1772695986
EFTA02492191,0,body_blackout,prusakova_email,medium,"Prusakova 'Education Program' email — email body/essay content blacked out, headers preserved. Batch-classified from established pattern. pct_changed=8.7%","prusakova_cluster,education_program,batch_classified",2026-03-04 18:47:11
EFTA02492436,0,name_redaction,email,medium,Email from Epstein to unnamed recipient about Myostatin inhibitors (Myo-x). Current version redacts the To recipient name and expands redaction in the quoted-from email header area.,,1772696995
EFTA02493152,0,name_redaction,email,medium,Current version adds black redaction bars over personal names and email addresses (the hotmail address in To field and mailto links). Body text about requesting photos in black and white remains unchanged.,,1772713228
EFTA02493432,0,name_redaction,email,medium,Current version redacts names and email addresses in the email headers and body with black bars. Original showed visible identities in the email chain.,,1772695986
EFTA02493558,0,partial_redaction,email,medium,"Email from Epstein about Italian connections. Current version shows expanded redaction over email metadata in the conversation-id line, covering the mailto: email address.",,1772696995
EFTA02497802,0,body_blackout,prusakova_email,medium,"Prusakova 'Education Program' email — email body/essay content blacked out, headers preserved. Batch-classified from established pattern. pct_changed=12.1%","prusakova_cluster,education_program,batch_classified",2026-03-04 18:47:11
EFTA02498925,0,name_redaction,email,medium,Current version redacts sender/recipient names and email addresses with black bars throughout the email. Original showed visible personal details.,,1772695986
EFTA02502334,0,name_redaction,email,high,"Email from Shuliak Karyna about private lessons teacher; current version redacts the subject line name (""Elina M."") and adds black bar over URL to takelessons.com profile that were visible in original.",,1772713228
EFTA02502378,0,partial_redaction,email,medium,Email from Jo Hn to Jeffrey Epstein about Brock Pierce / Bitcoin Foundation (Apr 2015). 'Little Sue' reference and coindesk.com article link. Discussion about whether to 'help him.' Orig shows sender details. Curr has slight header differences. Body text about Bitcoin/Brock Pierce unchanged.,agent_batch_004,1772672472
EFTA02502616,0,partial_redaction,email,medium,Email between Epstein (jeevacation) and associate. Original shows some email addresses and names visible. Current version has additional redactions over email addresses. Email content about flights to west palm and travel arrangements remains readable.,agent_batch_006,1772672472
EFTA02504785,2,content_removal,boarding_school_email,medium,"Email about Sierra/Emery Polson boarding enrollment at North Broward, dated April 11 2015. Original shows full email with sender info, school name, social media links, phone/email contacts. Current version redacts sender name, school references, social media block, and contact details in signature.",agent_batch_000,1772672472
EFTA02505628,1,partial_redaction,boarding_school_email,medium,"Email dated April 11 2015 about boarding enrollment agreements at North Broward school, Sierra and Emery names mentioned. Original shows full email with sender name, school details, social media links in signature. Current version redacts sender identity, school name references, social media links, and contact information in signature block.",agent_batch_000,1772672472
EFTA02505629,1,partial_redaction,school_email,medium,"School enrollment acceptance email from Meritas/North Broward — welcoming Sierra and Emerly to school, deposit confirmed, will send acceptance letter and pre-arrival info. Social media links: facebook/MeritasSchooln, twitter/meritasschooln, linkedin. Contact: Erik.linkaj@meritas.net. Confidentiality footer. HTML artifacts visible. CURRENT: student names Sierra and Emerly blacked out in first paragraph. Large black rectangle covers social media links and contact section. Student names and school contact info removed.","school_enrollment,meritas,north_broward,student_names_removed,contact_info_removed,minor_PII",1772668753
EFTA02506308,0,name_redaction,email,medium,Email about apartment arrangements and payments: current version redacts names and email addresses from the From/To fields and forwarded message headers.,,1772713228
EFTA02506558,0,partial_redaction,email,medium,"Current version applies additional redactions in the email about wire transfer to Palm Beach, covering some email addresses in the forwarded message; original showed more of the email chain details.",,1772695986
EFTA02508379,0,name_redaction,email,medium,Email from Gul'sum Osmanova about preparing food and school: current version adds redaction bars over the To: recipient field and partial redactions on sender email.,,1772695986
EFTA02508896,0,name_redaction,email,high,Email from Svetlana Pozhidaeva with FullSizeRender.jpg attachment. Current version redacts the sender name (Svetlana Pozhidaeva) and email (svetlanape314@gmail.com) with black box.,,1772696995
EFTA02509311,0,name_redaction,email,medium,Email to Steve Hanson about property manager for NYC residence with Mariana Reyes CV. Current version redacts a name reference in the attached resume mention and some contact details.,,1772695399
EFTA02509439,0,name_redaction,email,medium,Black redaction bars applied over the sender name and email in the header. Original showed the name and email of the correspondent.,,1772696995
EFTA02509682,1,name_redaction,email,medium,Email with pre-existing redactions; both versions appear substantively identical with minor rendering variation from PDF re-processing.,,1772713228
EFTA02509842,0,partial_redaction,email,low,Email exchange. Both versions have similar content with minor differences in redaction coverage. No major content changes.,agent_batch_007,1772672472
EFTA02509917,0,name_redaction,email,medium,Current version reveals 'Lesley Groff' in From field but redacts the subject line name and body name (name of person whose photos to FedEx to Poland); original had From redacted but subject name visible.,,1772695986
EFTA02509928,0,partial_redaction,email,medium,Email from Lesley Groff to Epstein about travel ticket purchase ($250). Orig shows some recipient fields. Curr has slightly more redaction in header area. Amex Centurion Travel itinerary content visible in both. Minor redaction expansion.,agent_batch_004,1772672472
EFTA02509934,0,mixed_changes,email,high,"Current version redacts the sender's name (""Ginny"") from the From field and the email body. The original showed the sender name visible; now redacted. Also redacts a name from the quoted email chain. Email discusses someone going to parents house with threatening context.",,1772695986
EFTA02509988,0,name_redaction,email,medium,"Email about Western Union transfer to Milan: current version adds larger black bar redactions over personal names and email addresses in header and body. Location ""Piazza del Duomo 17"" redacted. Original showed more identity details.",,1772696995
EFTA02510748,1,partial_redaction,email,medium,"Email from David Lopez in Madrid to Epstein offering services. Original shows phone number (34659960575) and email (dlopezcanales@gmail.com). Current version redacts phone and email, replacing with black bar. Content about wanting to work as assistant preserved.",agent_batch_005,1772672472
EFTA02511330,0,partial_redaction,email,medium,Email document. Current version adds black bar redactions to personal identifiers in headers. Body text preserved.,agent_batch_005,1772672472
EFTA02514446,0,name_redaction,email,medium,"Original shows ""Nina"" as sender name and recipient email addresses visible in email chain. Current version has sender name and some email addresses partially redacted with black boxes in the From field.",,1772695399
EFTA02514912,0,name_redaction,email,medium,"Current version redacts the name ""Julia Stepanova"" from the email chain and replaces visible personal identifiers with black boxes. Email discusses coordinating airport pickup with winter coat and mentions inspector.",,1772695986
EFTA02514953,1,partial_redaction,email,medium,Email from Julia about checking Bank of America statements. Current version adds redaction bar over partial content that was visible in the original email header area.,,1772695399
EFTA02516429,0,name_redaction,email,medium,Email from Epstein about glasses and microwave with Russian text. Current version adds black box redactions over names and email addresses in header that were previously visible.,,1772695399
EFTA02516882,0,partial_redaction,email,medium,"Email from Epstein (jeevacation) to ninakeita@hotmail.com. Brief message: 'when should we go?' Original shows full recipient email address repeated multiple times in header. Current version has large black redaction bar over entire To: field, hiding the email address.",agent_batch_003,1772672472
EFTA02517167,0,partial_redaction,email,high,"Email about 'New assistant' forwarded to Epstein. Original shows full description of Russian-Swiss woman (23-24 years old) being proposed as assistant - name, nationality, family details, education (Aeroflot/Swiss air courses), age (18), modeling background from Swiss model agencies. Current version has heavy black bars over woman's name, personal details, nationality, education specifics, and age. Recruitment-style email substantially redacted.",agent_batch_003,1772672472
EFTA02517466,0,partial_redaction,email,medium,"Email chain between Eva Dubin and Jeffrey Epstein about locations and travel. Original shows some email addresses. Current version redacts the name references (""Eva Dubin"") replacing with black boxes in some header locations.",,1772695399
EFTA02518315,0,partial_redaction,email (Epstein personal/art),medium,Email from Jeffrey Epstein about meeting and viewing art. Original shows recipient email address and Svetlana Pochtaeva attribution. Current version redacts some details including the chihook.com website URLs and Svetlana's name from confidentiality footer. Email content about 'i think mid 20s' age reference preserved.,agent_batch_002,1772672472
EFTA02518402,0,partial_redaction,email,medium,Email about Gul'sum Osmanova preparing food: current version adds redaction bars over the To: email address field; minor changes to formatting of Russian-language Mail.Ru line.,,1772695986
EFTA02518735,2,mixed_changes,scheduling_email,high,"Epstein daily schedule: current version redacts phone number for Jamie Allen Heywood, redacts ""Lyn"" name in reminder, and adds black bars over personal names and phone numbers of contacts (Eileen, Ada removed from attendee list). Several named individuals' details obscured.",,1772696995
EFTA02519172,0,partial_redaction,email,medium,"Email from Susan Hamblin about ""More Fun Lighting"" to jeevacation@gmail.com. Current version redacts the From field name/email (Susan Hamblin <susan.hamblin@gmail.com>) and the Cc field email (assiya.daddi@yahoo.fr), replacing with black boxes.",,1772695399
EFTA02521983,0,name_redaction,email,medium,Current version redacts the From field name. Email from balerina simona to Epstein about separated relationships and visiting Florida. Header changes obscure the sender identity.,,1772695986
EFTA02523074,0,partial_redaction,email,medium,"Email thread about messaging apps with Eva Dubon (WhatsApp conversation screenshots). Current version adds black redactions over names ""Glenn and Celina"" and ""Maya"" in the chat messages.",,1772696995
EFTA02523129,0,name_redaction,email,medium,Current version redacts names and email in the From field. Email about practicing sex tricks and explicit content between Mary Prudentini and Jeffrey Epstein has sender info redacted in the header.,,1772695986
EFTA02523144,0,name_redaction,email,medium,"Current version redacts the name ""Nina K"" and associated email addresses in the body text with black bars. Original showed sender name and full forwarded email chain with names visible.",,1772695986
EFTA02523223,0,name_redaction,email,medium,Current version applies black bar redactions over names in header and body; original showed more personal details visible.,,1772695986
EFTA02523327,0,partial_redaction,email,medium,Email from jeevacation@gmail.com. Original shows names in CC fields and full email addresses. Current version has black bars over several names and email addresses. Content about TX tickets and scheduling remains visible.,agent_batch_003,1772672472
EFTA02523390,1,partial_redaction,email,medium,Email from Lesley Groff to Nadia (innamarina22@yahoo.com) and Epstein (Feb 2011). Discusses scheduling someone named 'Katya from Siberia' who can come anytime after 6pm. Orig shows full 'innamarina22@yahoo.com' address and name references. Curr has some name/email redactions in headers. Body text about scheduling remains visible.,agent_batch_004,1772672472
EFTA02523853,0,partial_redaction,email,medium,"Email chain about travel to West Palm Beach. Original shows full email addresses. Current version redacts some. Content about flight from Dallas, arriving in Miami at 1:20pm, border formular, sent using BlackBerry from Orange.",agent_batch_006,1772672472
EFTA02524004,0,partial_redaction,email (Cedric Villani/academic),medium,"Email text mentioning Cedric Villani (Fields Medal mathematician), Academie des sciences, French parliament member. Original shows full institutional details and Facebook URL. Current version redacts the address of Assemblee nationale (126 rue de l'Universite) and some institutional details with black boxes. Villani's name and titles remain visible.",agent_batch_002,1772672472
EFTA02524423,0,name_redaction,email,medium,Original showed visible To recipient name and nadja2102@yahoo.com email with mailto link; current version has expanded black redaction bars over the email addresses in the reply line and To field.,,1772696995
EFTA02525306,0,partial_redaction,email,low,"Email from Jeffrey Epstein to nadja2102@yahoo.com about bread. Original shows the email address inline. Current version expands the redaction over the quoted sender line, covering the full email address with a larger black box.",,1772695399
EFTA02525527,0,name_redaction,email,medium,"Email from Epstein about calling jenna and sarah story. Current version redacts ""sarah"" name with black box in body text and expands mailto redaction in email metadata.",,1772696995
EFTA02525789,0,name_redaction,email,medium,Email from Jeffrey Epstein about domestic staff tasks: additional redactions in current version covering personal names in the email addresses and body. Names of household staff partially redacted.,,1772696995
EFTA02525866,0,name_redaction,email,medium,Original showed visible To recipient nadja2102@yahoo.com; current version has black redaction bar covering the To field recipient email address.,,1772696995
EFTA02526373,0,name_redaction,email,medium,Email from Epstein about house management with profanity-laden critique of cooking and cleaning. Current version adds black box redactions over names and email addresses in the headers that were previously partially visible.,,1772695399
EFTA02528672,0,name_redaction,email,medium,Original showed visible names in the email header fields; current version has black redaction bars covering sender identity and email addresses.,,1772696995
EFTA02529259,0,name_redaction,email,medium,Email from Epstein about old computer repair forwarding James at Personal Genius: current version redacts second recipient name (Svet) from To and Subject lines and body.,,1772695986
EFTA02531641,0,name_redaction,email,medium,Email about travel itinerary for a woman with Aeroflot flights. Current version adds black box redactions over names and email addresses in the forwarded message headers that were previously visible.,,1772695399
EFTA02531981,0,name_redaction,email,medium,Original shows email with mwalkermd@aol.com email visible in the quoted reply metadata; current version has expanded black redaction over the email address in the mailto reference in the conversation metadata.,,1772696995
EFTA02532128,0,name_redaction,email,medium,Current version adds redaction bars over personal names and email addresses in the header fields. Body text remains unchanged between versions.,,1772713228
EFTA02536850,0,name_redaction,email,medium,Current version redacts the To field name/email. Email from Jeffrey E about Petersham Nurseries employment and Italian account transfer with HR follow-up has expanded header and signature block redactions.,,1772695986
EFTA02536949,1,name_redaction,email,medium,Email thread about disgraceful behavior and money: current version redacts some email addresses and names in the multi-reply thread attribution headers.,,1772713228
EFTA02537220,2,name_redaction,email,medium,Original showed visible email addresses and names in the Italian-language email thread; current version has black redaction bars over personal identifiers in From/To fields and body references.,,1772696995
EFTA02537338,1,name_redaction,email,medium,Current version redacts sender/recipient names and email addresses with black bars in the email thread. Original showed visible personal contact information.,,1772695986
EFTA02538331,0,name_redaction,email,medium,Current version applies black bar redactions over names; original showed more sender/recipient details visible.,,1772695986
EFTA02538356,0,partial_redaction,email,medium,Email from Epstein to Jeffrey Epstein (forwarded). Original shows sender email addresses visible. Current version adds black bars over some email addresses. Short email about travel plans.,agent_batch_003,1772672472
EFTA02538383,0,partial_redaction,email_iMessage_log,medium,iMessage extraction showing conversations from 2017-05-07. Period header. Original had black bars over participant info. Current version similarly redacted. Both versions show messages about 'board chair confirmed no law firm' and 'basing stuff on gossip.' Changes appear to be minor rendering differences in redaction placement.,agent_batch_007,1772672472
EFTA02538490,0,body_blackout,prusakova_email,medium,"Prusakova 'Education Program' email — email body/essay content blacked out, headers preserved. Batch-classified from established pattern. pct_changed=6.9%","prusakova_cluster,education_program,batch_classified",2026-03-04 18:47:11
EFTA02539012,0,name_redaction,email,medium,Current version adds black redaction bars over sender/recipient names and email addresses in the header fields. The email body content remains largely the same between versions.,,1772713228
EFTA02539420,0,name_redaction,email,medium,Email from Jeffrey Epstein replying is B ok: current version redacts the To field name and adds redaction to the email address in the reply-to section.,,1772713228
EFTA02540406,0,name_redaction,email,medium,Current version redacts sender/recipient names and email addresses with black bars. Original showed visible personal details in the email communication.,,1772695986
EFTA02540572,0,name_redaction,email,high,"Email from Jeffrey Epstein to doctor (mwalkermd@aol.com); current version redacts the email address in the forwarded message quoted reply, covering the full address that was visible as plaintext in original.",,1772713228
EFTA02540578,1,name_redaction,email,medium,"Email with random word lists and notes about mortality tables, biome, acupuncture: current version adds black bar redactions over several personal names in the contact list section. Original showed more names visible.",,1772696995
EFTA02540586,0,partial_redaction,email,medium,"Email thread (Jun 2011) from innamarina22@yahoo.com to Jeffrey Epstein. Scheduling discussion about meeting at 10-10:30am. Mentions 'Viktoria' and 'Eduardo' by name. Orig shows full email addresses and names. Curr has name/email redactions in headers, 'To' field partially obscured. Body content with scheduling and name references remains similar.",agent_batch_004,1772672472
